Name,Type,Address,City,State,Zip Code,Accepts Food Donations?,Website,Unique ID,Latitude,Longitude,Approximate distance,x,y
The Green Apple Pantry,Food Pantry,4307 Kalamazoo Avenue Southeast,Grand Rapids,MI,49508,,thegreenapplepantry.org/,,42.885376,-85.627949,0 km,-9532059.714,5294541.072
Westminster Presbyterian Church,Food Pantry,47 Jefferson Ave SE,Grand Rapids,MI,49503,Yes,foodpantry.westminstergr.org/,,36.196366,-115.202351,0 km,-12824267.052,4327674.766
Downtown Food Pantry,Food Pantry,47 Jefferson Avenue SE,Grand Rapids,MI,49503,No,foodpantry.westminstergr.org/,,42.961730,-85.664518,0 km,-9536130.523,5306148.545
Vineyard North Church - Food Pantry,Food Pantry,4700 East Beltline Avenue Northeast,Grand Rapids,MI,49525,,,,43.048140,-85.582314,0 km,-9526979.571,5319302.149
Saturday Food Program,Food Pantry,514 Eastern Avenue Southeast,Grand Rapids,MI,49503,,www.eacrc.org/community-comunidad,,42.953316,-85.648746,0 km,-9534374.747,5304868.748
Senior Meals Program Pantry,Food Pantry,551 Henry Avenue Southeast,Grand Rapids,MI,49503,,,,42.952498,-85.652117,0 km,-9534750.072,5304744.305
Coit Community Church - Food Pantry,Food Pantry,606 Lafayette Avenue Northeast,Grand Rapids,MI,49503,Yes,,,42.973969,-85.661729,0 km,-9535820.064,5308010.487
West MI Veterans Assistance Program - Food Pantry,Food Pantry,620 Century Avenue Southwest,Grand Rapids,MI,49503,,wmvap.org/food-pantry/,,42.951846,-85.673486,0 km,-9537128.814,5304645.111
St. Isidore Catholic Church - Food Pantry,Food Pantry,625 Spring Avenue Northeast,Grand Rapids,MI,49503,,,,42.974485,-85.643642,0 km,-9533806.606,5308089.04
Alpha & Omega Church - Food Pantry,Food Pantry,643 9th Street Northwest,Grand Rapids,MI,49504,,,,42.979858,-85.684658,0 km,-9538372.52,5308906.592
Friends & Neighbors Network,Food Pantry,650 Bates Street Southeast,Grand Rapids,MI,49503,,,,42.949050,-85.652238,0 km,-9534763.475,5304219.95
Calvary Church - Food Pantry,Food Pantry,707 East Beltline Avenue Northeast,Grand Rapids,MI,49525,,,,42.975660,-85.593399,0 km,-9528213.592,5308267.784
Other Way Ministries - Food Pantry,Food Pantry,710 Fulton Street West,Grand Rapids,MI,49504,,theotherway.org/what-we-do/covid-19-resources-recursos/,,42.963301,-85.685561,0 km,-9538472.986,5306387.552
CMC Patient Pantry,Food Pantry,75 Sheldon Avenue Southeast 100,Grand Rapids,MI,49503,,,,42.961069,-85.667102,0 km,-9536418.195,5306047.967
Matthew's House Ministry - Food Pantry,Food Pantry,766 7th Street Northwest,Grand Rapids,MI,49504,Yes,matthewshouseministry.org/,,42.977769,-85.687846,0 km,-9538727.406,5308588.659
Matthew's House Ministry - Soup Kitchen,Soup Kitchen,766 7th Street Northwest,Grand Rapids,MI,49504,Yes,matthewshouseministry.org/,,42.977769,-85.687846,0 km,-9538727.406,5308588.659
True Light Baptist Church - Food Pantry,Food Pantry,900 Thomas Street Southeast,Grand Rapids,MI,49506,,,,42.949876,-85.646574,0 km,-9534132.995,5304345.618
Marketplace,Food Pantry,935 Baxter Street Southeast,Grand Rapids,MI,49506,Yes,wearebaxter.org/marketplace/,,42.952873,-85.645013,0 km,-9533959.18,5304801.386
Acts Gospel Outreach Ministries - Food Pantry,Food Pantry,950 12th Street Northwest,Grand Rapids,MI,49504,,actsgospel.org/food-pantry/,,42.983230,-85.692640,0 km,-9539261.05,5309419.569
Iglesia Sanandos las Naciones - Food Pantry,Food Pantry,950 28th Street Southeast e 202,Grand Rapids,MI,49508,,,,42.912271,-85.642440,0 km,-9533672.822,5298628.102
First Community AME Church - Food Pantry,Food Pantry,State Street Southeast,Grand Rapids,MI,49503,,,,42.960426,-85.661700,0 km,-9535816.825,5305950.219
Grandville Senior Neighbors  - Soup Kitchen,Soup Kitchen,3380 Division Avenue Southwest,Grandville,MI,49418,,seniorneighbors.org/centers/grandville/,,42.903733,-85.766963,0 km,-9547534.592,5297330.427
Harvest Baptist Church - Food Pantry,Food Pantry,17999 Washburn Road,Grass Lake,MI,49240,,,,42.220830,-84.074466,0 km,-9359126.766,5194116.321
Bread of Life Food Pantry,Food Pantry,6596 Vining Road,Greenville,MI,48838,Yes,havemercymi.org/bread-life/,,43.197462,-85.244391,0 km,-9489362.166,5342076.006
Love INC Hamilton Food Pantry,Food Pantry,3596 47th Street,Hamilton,MI,49419,,www.loveincnwa.org/,,42.681390,-86.005623,0 km,-9574102.202,5263601.228
Full Gospel Church of the Sons of God - Food Pantry,Food Pantry,12461 Conant Street,Hamtramck,MI,48212,,www.facebook.com/Full-Gospel-Church-of-the-Sons-Of-God-386024524902856/,,42.410770,-83.058496,0 km,-9246029.525,5222710.849
Muslim Family Services,Food Pantry,12500 Mitchell Street,Hamtramck,MI,48212,,www.icnarelief.org/michigan/food-pantry/,,42.409047,-83.064045,0 km,-9246647.181,5222451.011
Our Lady Queen of Apostles - Soup Kitchen,Soup Kitchen,3851 Prescott Street,Hamtramck,MI,48212,,,,42.403701,-83.052876,0 km,-9245403.854,5221645.069
Church of God Baldwin - Food Pantry,Food Pantry,5540 Talbot Street,Hamtramck,MI,48212,,,,42.408203,-83.046416,0 km,-9244684.741,5222323.689
Detroit Friendship House / Harvest House - Food Pantry,Food Pantry,9540 Conant Street,Hamtramck,MI,48212,,www.detroitfriendshiphouse.org/,,42.398400,-83.049625,0 km,-9245041.977,5220845.889
The Manna Food Project,Food Pantry,8791 McBride Park Court,Harbor Springs,MI,49740,Yes,mannafoodproject.org/food-pantry-locator.htm,,45.424553,-84.891112,0 km,-9450035.338,5688608.094
Holy Family Healthcare - Food Pantry,Food Pantry,301 North Center Street,Hartford,MI,49057,,holyfamilyhealthcare.org/feed-the-hungry/,,42.210311,-86.166473,0 km,-9592007.887,5192535.198
Cooperating Ministries Inc.,Food Pantry,425 East Main Street,Hartford,MI,49057,,,,42.207834,-86.160312,0 km,-9591322.103,5192162.93
Aleman Center,Food Pantry,63559 60th Avenue,Hartford,MI,49057,,diokzoo.org/aleman-center,,42.199932,-86.162340,0 km,-9591547.759,5190975.436
Haslett Community Church - Food Pantry,Food Pantry,1427 Haslett Road,Haslett,MI,48840,Yes,www.haslettcommunitychurch.org/haslett-food-pantry,,42.745895,-84.399907,0 km,-9395354.637,5273374.138
Hastings Food Pantry,Food Pantry,209 West Green Street,Hastings,MI,49058,,,,42.646193,-85.289464,0 km,-9494379.647,5258272.949
Divine Favor Ministries - Food Pantry,Food Pantry,22223 Rhodes Avenue,Hazel Park,MI,48030,,www.facebook.com/Divine-Favor-Ministries-107691579299707/,,42.458010,-83.102940,0 km,-9250976.92,5229835.956
Church of the Holy Spirit - Food Pantry,Food Pantry,3700 Harvey Lake Road,Highland Charter Township,MI,48356,,www.holyspirithighland.com/food-pantry,,42.673488,-83.603660,0 km,-9306716.882,5262404.695
Community Sharing - Food Pantry,Food Pantry,5061 Duck Lake Road North,Highland Charter Township,MI,48356,,www.community-sharing.org/,,42.684079,-83.575999,0 km,-9303637.596,5264008.455
St. Anthony Family Center - Food Pantry,Food Pantry,11 North Broad Street,Hillsdale,MI,49242,,,,41.920695,-84.630621,0 km,-9421037.669,5149107.273
St. Anthony Family Center - Soup Kitchen,Soup Kitchen,11 North Broad Street,Hillsdale,MI,49242,,,,41.920695,-84.630621,0 km,-9421037.669,5149107.273
El Bethel Tabernacle - Food Pantry,Food Pantry,1661 Hudson Road,Hillsdale,MI,49242,,,,41.896627,-84.620342,0 km,-9419893.349,5145507.226
The Salvation Army - Food Pantry,Food Pantry,18613 Main St North,Hillsdale,MI,49242,,,,41.920047,-84.630510,0 km,-9421025.29,5149010.416
Hillsdale Baptist Church - Food Pantry,Food Pantry,2211 West Bacon Road,Hillsdale,MI,49242,,,,41.918838,-84.655473,0 km,-9423804.158,5148829.528
The Salvation Army - Soup Kitchen,Soup Kitchen,316 4th Ave NE,Hillsdale,MI,49242,,,,41.920047,-84.630510,0 km,-9421025.29,5149010.416
Bankers Baptist Church - Food Pantry,Food Pantry,3951 Bankers Road,Hillsdale,MI,49242,,,,41.897834,-84.690293,0 km,-9427680.292,5145687.782
Kings Kupboard at Trinity Lutheran Church in Hillsdale - Food Pantry,Food Pantry,69 Griswold Street,Hillsdale,MI,49242,,,,41.917158,-84.622771,0 km,-9420163.777,5148578.181
St. Vincent DePaul - St. Frances  - Food Pantry,Food Pantry,170 West 13th Street,Holland,MI,49423,Yes,,,42.785418,-86.115107,0 km,-9586289.861,5279367.104
Shekinah Revival Ministries - Food Pantry,Food Pantry,1941 Washington Avenue,Holland,MI,49423,,,,42.733504,-86.113707,0 km,-9586133.98,5271495.948
Providence CRC Pantry,Food Pantry,821 Ottawa Avenue,Holland,MI,49423,,,,42.766537,-86.126121,0 km,-9587515.923,5276503.596
Eastside Food Pantry,Food Pantry,995 East 8th Street,Holland,MI,49423,Yes,www.heightsofhope.org/programs/eastside-food-pantry,,42.791006,-86.065241,0 km,-9580738.814,5280214.769
Holly Calvary United Methodist Church - Food Pantry,Food Pantry,15010 North Holly Road,Holly,MI,48442,,www.hollycalvary.org/,,42.812962,-83.629107,0 km,-9309549.551,5283545.98
FBC Food Pantry,Food Pantry,15030 North Holly Road,Holly,MI,48442,Yes,www.fbcholly.org/food-ministries,,42.812005,-83.630380,0 km,-9309691.316,5283400.727
Homer Community Center - Food Pantry,Food Pantry,112 West Adams Street,Homer,MI,49245,,,,42.145139,-84.807987,0 km,-9440781.906,5182745.478
Homer Caring and Sharing - Food Pantry,Food Pantry,6020 23 Mile Road,Homer,MI,49245,,,,42.159674,-84.846082,0 km,-9445022.666,5184927.88
Benzie Food Partners Pantry,Food Pantry,10907 Main Street,Honor,MI,49640,Yes,,,44.663834,-86.021265,0 km,-9575843.428,5568753.44
Hanover-Horton Community Food Pantry at Hillside UMC - Food Pantry,Food Pantry,6100 Folks Road,Horton,MI,49246,,,,42.116185,-84.518819,0 km,-9408591.905,5178399.253
Western Upper Peninsula Food Bank - BHKCAA,Food Bank,310 E Sharon Ave,Houghton,MI,49931,,www.facebook.com/WesternUPFoodBank/,,47.112950,-88.569790,0 km,-9859543.905,5960529.911
Roscommon County Food Pantry,Food Pantry,715 South Loxley Road,Houghton Lake,MI,48629,Yes,www.rcfoodpantry.org/,,44.312960,-84.773815,0 km,-9436977.896,5514001.858
SonRise an Assemblishes of God Church - Food Pantry,Food Pantry,1130 West Highland Road,Howell,MI,48855,Yes,www.sonriseonline.net/food-pantry,,42.622788,-83.949825,0 km,-9345251.738,5254731.374
St. Joseph's Food Pantry,Food Pantry,440 East Washington Street,Howell,MI,48843,Yes,stjosephhowell.com/gods-kitchen-food-pantry,,42.603504,-83.924717,0 km,-9342456.739,5251814.482
God's Kitchen,Soup Kitchen,440 East Washington Street,Howell,MI,48843,Yes,stjosephhowell.com/gods-kitchen-food-pantry,,42.603504,-83.924717,0 km,-9342456.739,5251814.482
Salvation Army of Livingston County - Food Pantry,Food Pantry,503 Lake Street,Howell,MI,48843,Yes,centralusa.salvationarmy.org/livingstoncounty/food-pantry/,,42.609517,-83.922359,0 km,-9342194.214,5252723.935
Shared Harvest - Food Pantry,Food Pantry,5924 Sterling Drive,Howell,MI,48843,,,,42.569862,-83.837024,0 km,-9332694.855,5246727.911
Hudson Ministerial Association - Food Pantry,Food Pantry,211 Mechanic Street,Hudson,MI,49247,,,,41.853052,-84.353098,0 km,-9390143.916,5138992.699
In His Name Ministries - Food Pantry,Food Pantry,4055 Van Buren Street,Hudsonville,MI,49426,Yes,,,42.872288,-85.882839,0 km,-9560433.905,5292552.998
Jenison Bible Church - Food Pantry,Food Pantry,6360 14th Avenue,Hudsonville,MI,49426,,,,42.884535,-85.816252,0 km,-9553021.463,5294413.302
Bayt Al-Zahra Urgent Needs Program,Food Pantry,26091 Trowbridge Street,Inkster,MI,48141,Yes,www.zamaninternational.org/programs.php?p=4,,42.294220,-83.293580,0 km,-9272198.901,5205154.602
New Step Community Development - Food Pantry,Food Pantry,27628 Avondale Street,Inkster,MI,48141,,www.facebook.com/NewStepCDC/,,42.304690,-83.314050,0 km,-9274477.611,5206730.379
Mother's Pantry,Food Pantry,27741 Carlysle Street,Inkster,MI,48141,,www.operationrefuge.org/mothers-pantry/,,42.282397,-83.313590,0 km,-9274426.448,5203375.416
Cooper Memorial Church - Food Pantry,Food Pantry,4119 John Daly Street,Inkster,MI,48141,,,,42.279050,-83.299280,0 km,-9272833.422,5202871.854
Fresh Winds Christian Community Food Pantry,Food Pantry,18201 Honor Highway,Interlochen,MI,49643,,www.freshwindchristiancommunity.org/food-pantrybaby-pantry.html,,44.658863,-85.874170,0 km,-9559468.832,5567975.301
Zion UMC Food Pantry,Food Pantry,423 West Washington Street,Ionia,MI,48846,,,,42.982895,-85.069167,0 km,-9469856.353,5309368.623
Zion UMC Soup Kitchen,Soup Kitchen,423 West Washington Street,Ionia,MI,48846,,,,42.982895,-85.069167,0 km,-9469856.353,5309368.623
Community Service Center,Food Pantry,721 Elmwood Drive,Ionia,MI,48846,,ioniami.adventistchurch.org/community-services,,42.992293,-85.075374,0 km,-9470547.279,5310798.867
Ithaca Community Food Pantry,Food Pantry,218 East Newark Street,Ithaca,MI,48847,Yes,www.facebook.com/icomfoodpantry/,,43.290175,-84.605043,0 km,-9418190.283,5356244.271
Ithaca Seventh Day Adventist Pantry,Food Pantry,935 North Pine River Street,Ithaca,MI,48847,,www.facebook.com/IthacaSeventhDayAdventistFoodPantry/,,43.304626,-84.609358,0 km,-9418670.627,5358454.513
Jackson Michigan Giving Back to the Community - Food Pantry,Food Pantry,1003 Clinton Road,Jackson,MI,49202,,,,42.260830,-84.417716,0 km,-9397337.159,5200130.898
Central Wesleyan Church - Food Pantry,Food Pantry,119 North Webster Street,Jackson,MI,49202,No,www.cwc-jackson.org/contact.html,,42.248443,-84.425432,0 km,-9398196.067,5198268.003
Immanuel Lutheran Church,Food Pantry,1505 W. Michigan Ave,Jackson,MI,49202,Yes,www.immanueljackson.org/food-pantry,,42.247172,-84.432488,0 km,-9398981.604,5198076.747
Immanuel Lutheran Church - Food Pantry,Food Pantry,1505 West Michigan Avenue,Jackson,MI,49202,,,,42.247173,-84.432488,0 km,-9398981.582,5198076.927
The Salvation Army - Food Pantry,Food Pantry,202 1st Street,Jackson,MI,49201,,,,42.246444,-84.414815,0 km,-9397014.221,5197967.27
Adventist Community Service Center - Food Pantry,Food Pantry,3600 County Farm Road,Jackson,MI,49201,,,,42.277325,-84.464436,0 km,-9402538.05,5202612.395
Jackson First Church of the Nazarene,Food Pantry,3905 Clinton Road,Jackson,MI,49201,No,jaxnazchurch.churchcenter.com/registrations/events/1311435,,42.300897,-84.434416,0 km,-9399196.217,5206159.422
Society of St. Vincent de Paul St. Mary's - Food Pantry,Food Pantry,407 South Mechanic Street,Jackson,MI,49201,,,,42.244188,-84.405468,0 km,-9395973.74,5197628.066
Jackson Interfaith Shelter - Soup Kitchen,Soup Kitchen,414 South Blackstone Street,Jackson,MI,49201,,,,42.244077,-84.412260,0 km,-9396729.822,5197611.405
Christ's Kingdom Ministries - Food Pantry,Food Pantry,501 South Elm Avenue,Jackson,MI,49203,,,,42.247356,-84.384225,0 km,-9393608.969,5198104.477
Society of St. Vincent de Paul Queen's - Food Pantry,Food Pantry,606 South Wisner Street,Jackson,MI,49203,,,,42.242623,-84.428570,0 km,-9398545.454,5197392.75
Encounter Church Food Pantry,Food Pantry,620 Robinson Road,Jackson,MI,49203,,encounter620.com/food pantry,,42.239214,-84.464108,0 km,-9402501.537,5196880.213
Harmony Baptist Church - Food Pantry,Food Pantry,6475 Ann Arbor Road,Jackson,MI,49201,,,,42.276261,-84.302654,0 km,-9384528.516,5202452.254
Jackson Community Food Pantry,Food Pantry,701 Greenwood St,Jackson,MI,49203,Yes,www.jcfoods.org/,,42.237363,-84.418489,0 km,-9397423.242,5196601.852
Society of St. Vincent de Paul St. Joseph - Food Pantry,Food Pantry,704 North East Avenue,Jackson,MI,49202,,,,42.256917,-84.394406,0 km,-9394742.335,5199542.395
Higby Street Church of Christ - Food Pantry,Food Pantry,706 South Higby Street,Jackson,MI,49203,,,,42.241787,-84.432324,0 km,-9398963.314,5197267.071
Society of St. Vincent de Paul St. John's - Food Pantry,Food Pantry,711 North Martin Luther King Junior Drive,Jackson,MI,49201,,,,42.253957,-84.403576,0 km,-9395763.079,5199097.134
St. John's United Center - Food Pantry,Food Pantry,801 South Mechanic Street,Jackson,MI,49203,,,,42.240862,-84.405407,0 km,-9395966.883,5197127.997
Kalamazoo Loaves and Fishes,Food Bank,901 Portage St.,Kalamazoo,MI,49001,,kzoolf.org/,,42.282758,-85.572248,0 km,-9525859.079,5203429.767
Dorothy Hobbs Food Pantry,Food Pantry,1010 North Westnedge Avenue,Kalamazoo,MI,49007,,,,42.301170,-85.589427,0 km,-9527771.386,5206200.541
Stone Church/New Genesis Pantry,Food Pantry,1225 West Paterson Street,Kalamazoo,MI,49007,,,,42.302419,-85.599954,0 km,-9528943.269,5206388.484
Eastside Neighborhood Association - Food Pantry,Food Pantry,1301 East Main Street,Kalamazoo,MI,49048,,,,42.296164,-85.563683,0 km,-9524905.566,5205447.165
Salvation Army Kalamazoo - Food Pantry,Food Pantry,1700 South Burdick Street,Kalamazoo,MI,49001,,,,42.274553,-85.583680,0 km,-9527131.678,5202195.259
Fresh Fire AME - Food Pantry,Food Pantry,2508 Gull Road,Kalamazoo,MI,49048,,,,42.309716,-85.549107,0 km,-9523283.007,5207486.943
Northside Association for Community Development - Food Pantry,Food Pantry,308 West North Street,Kalamazoo,MI,49007,,,,42.298032,-85.586734,0 km,-9527471.67,5205728.223
Milwood UMC Pantry,Food Pantry,3919 Portage Street,Kalamazoo,MI,49001,,,,42.252500,-85.560044,0 km,-9524500.53,5198878.069
Kalamazoo Gospel Mission - Soup Kitchen,Soup Kitchen,448 North Burdick Street,Kalamazoo,MI,49007,,,,42.295434,-85.583117,0 km,-9527069.05,5205337.287
Ministry with Community - Soup Kitchen,Soup Kitchen,500 North Edwards Street,Kalamazoo,MI,49007,,,,42.296220,-85.580585,0 km,-9526787.189,5205455.608
Haven Church - Food Pantry,Food Pantry,5350 North Sprinkle Road,Kalamazoo,MI,49004,,,,42.337881,-85.520411,0 km,-9520088.583,5211727.479
Westwood Neighborhood Food Pantry,Food Pantry,538 Nichols Road,Kalamazoo,MI,49006,,,,42.297303,-85.627949,0 km,-9532059.714,5205618.508
Catholic Charities St. Augustine Church - Food Pantry,Food Pantry,542 West Michigan Avenue,Kalamazoo,MI,49007,,,,42.292043,-85.591838,0 km,-9528039.778,5204826.879
Kalamazoo CARES - Food Pantry,Food Pantry,629 Pioneer Street,Kalamazoo,MI,49008,,,,42.276417,-85.592199,0 km,-9528080.042,5202475.755
Comstock Community Church - Food Pantry,Food Pantry,6330 King Highway,Kalamazoo,MI,49048,,,,42.287580,-85.505416,0 km,-9518419.403,5204155.276
Allen Chapel AME - Food Pantry,Food Pantry,804 West North Street,Kalamazoo,MI,49007,,,,42.297987,-85.594570,0 km,-9528343.936,5205721.466
Calvary Bible Church - Food Pantry,Food Pantry,855 South Drake Road,Kalamazoo,MI,49009,,,,42.283520,-85.646458,0 km,-9534120.048,5203544.494
KAIR Food Pantry,Food Pantry,324 South Cedar Street,Kalkaska,MI,49646,,www.kalkaskakairs.com/food_pantry.html,,44.731564,-85.178089,0 km,-9481981.483,5579360.281
Kingsley United Methodist Church - Food Pantry,Food Pantry,113 Blair Street,Kingsley,MI,49649,,,,44.583679,-85.536358,0 km,-9521863.828,5556216.695
Kingsley Baptist Church - Food Pantry,Food Pantry,7511 Blackman Road,Kingsley,MI,49649,,,,44.576063,-85.554897,0 km,-9523927.613,5555026.423
Laingsburg United Methodist Church - Food Pantry,Food Pantry,210 Crum Street,Laingsburg,MI,48848,Yes,www.laingsburgumc.org/foodbank.html,,42.893085,-84.351658,0 km,-9389983.627,5295712.472
Lake Ann United Methodist Church - Food Pantry,Food Pantry,6583 First Street,Lake Ann,MI,49650,,,,44.724889,-85.842765,0 km,-9555972.888,5578314.435
Leelanau Christian Neighbors Food Pantry,Food Pantry,7322 East Duck Lake Road,Lake Leelanau,MI,49653,Yes,leelanauchristianneighbors.org/services/food-pantries/,,44.983681,-85.706402,0 km,-9540793.051,5618952.744
"Manna's Market, Inc. - Food Pantry",Food Pantry,7180 Velte Road,Lake Odessa,MI,48849,,,,42.759045,-85.113630,0 km,-9474805.907,5275367.704
Eastside Community Action Center - Food Pantry,Food Pantry,1001 Dakin Street,Lansing,MI,48912,,ecaclansing.weebly.com/programs.html,,42.723816,-84.530533,0 km,-9409895.912,5270027.863
Society of St. Vincent DePaul - St. Therese - Food Pantry,Food Pantry,102 West Randolph Street,Lansing,MI,48906,Yes,www.facebook.com/StThereseSVDPFoodPantry,,42.760477,-84.553258,0 km,-9412425.67,5275584.762
